id,repost_of,name,url,datetime,last_updated,price,where,has_image,geotag,body,created,images,attrs,cats_ok,dogs_ok,no_smoking,housing_type,laundry,parking,bedrooms,bathrooms,area,available,ev_charging,is_furnished,wheelchair_acccess,Latitude,Longitude
7104498035,,"Underground Parking Garage with Elevators, USB Charging Outlets",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-underground-parking/7104498035.html,2020-04-06 16:37,2020-04-06 16:37,$3485,SOMA / south beach,True,"(37.7725, -122.4147)","Currently, we are only conducting virtual tours. Please contact us to view the homes you are interested in. L Seven 1222 Harrison Street, San Francisco, CA, 94103Use this link for more information:http://fairfield-apts.com/h930zs Call Now:  show contact info
Move In. Stand Out This is a 1 Bedroom, 1 Bath, approximately 736 Sq. Ft.  Since the greatest ideas come from the intersection between creative forces, L Seven also includes a wide variety of social spaces. Three distinct rooftop lounges offer panoramic city views while our beer garden offers you a chance to relax and mingle. Our 24 hour fitness center features state-of-the-art equipment including a TRX training equipment. The resident lounge is the perfect spot to relax or use a community workspace with a variety of seating and USB charging outlets. Features - Private Direct Access Garage*  - Kitchen Tile Backsplash  - Comcast Internet Blast Package and HD Digital Cable  - Polished Quartz Countertops  - Views of Downtown San Francisco*  - USB Charging Outlets  - Wood Look Plank Flooring or Polished Concrete Flooring in Living Areas  - In-home Front Loading Washer and Dryer  - Four Custom Finish Packages  - Keyless Entry Front Door Community Amenities - Leed Silver Certified Community  - Fitness Center with Variety of Strength and Cardio Equipment Plus TRX Wall  - Private Conference and Meeting Rooms  - Resident Lounge Featuring Hospitality Station, Coworking Spaces, and Complimentary WiFi  - Underground Parking Garage with Elevators  - Rooftop Beer Garden with Kegerator, Green Wall, and Outdoor Television  - Rooftop Game Lounge with Ping Pong, Scrabble, and Life Sized Connect Four  - Rooftop Firepit Lounge with Built-in Seating  - Rooftop BBQ Terrace with Outdoor Heating and City Views Driving Directions Driving westbound on I-80 from Bay Bridge. Take exit 1C towards Harrison Street. Destination should be on the right.Driving north from San Jose on US-101 N. Take 7th Street exit and drive to Harrison. Office Hours Mon 10am - 6pmTues 10am - 6pm Wed 10am - 6pm Thur 10am - 6pm Fri 10am - 6pmSat 11am - 5pmSun 11am - 5pm Pet Policy We welcome you & your best friend, too!Looking for a new home for you & your pet? We are one of the few pet friendly communities in the area & enthusiastically welcome you & your pet (some restrictions apply).Pet Overview: Dogs & cats, including puppies & kittens under 1 year, are welcome at our community. Pet residents must have their health check & shots, and be spayed or neutered by 6 months of age. A signed animal addendum is required to be on file at our leasing office. Two (2) max pets allowed.Fee, Deposit and Pet Rent: $500 pet refundable deposit. Pet rent is $75 per month. (All fees, deposits and charges noted above are per pet.)Additional Details: We also welcome your domestic pet if it is a bird or fish with written approval from our onsite management team. No reptiles or exotic animals please. Fish tanks are not to exceed 55 gallons.Support Animals: If the animal is a service animal for a disabled person, pet deposits are not necessary & breed restrictions do not apply. A signed Letter Regarding Support Animals from a qualified professional verifying the need for the service animal along with proof of current rabies shots and licenses (if legally applicable) is required.Breed Restrictions: We welcome all breeds of dogs, except the following breed or mixed breed: Akita, Alaskan Malamute, Chow, Doberman Pinscher, German Shepherd, Great Dane, Husky, Pit Bull Terriers*, Rottweiler, Saint Bernard & Wolf Dog Hybrids.* (including all Pit Bull breeds - American Pit Bull Terriers, American or Irish Staffordshire Terriers, Bull Terriers, Pit Bulls, American Bull Dogs, & Presa Canario.) We reserve the right to add additional restricted breeds at any time. Photos on this ad may not reflect all floorplans.Advertised pricing and availability are subject to change without notice and cannot be guaranteed. Equal Housing Opportunity Photos on this ad may not reflect all floorplans.Advertised pricing and availability are subject to change without notice and cannot be guaranteed. 6vnhC0fSy",2020-04-06 16:00,[],"['1BR / 1Ba', '736ft2', 'available apr 6', 'apartment']",,,,apartment,,,1,1,736ft2,apr 6,,,,37.7725,-122.4147
7095391040,4892075147,$3100+Sunny DW GD quiet PRKG Heart of H.V. lndry sto rm,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3100sunny-dw-gd-quiet/7095391040.html,2020-04-06 16:37,2020-04-06 16:37,$3100,hayes valley,True,"(37.774545, -122.423337)","152 Lily  between Gough and Octavia  ....in the HEART of HAYES VALLEY!!!!!!!!

Due to the coronavirus were canceling open houses so please contact us for a private showing*** you can text Jorge at  
 and he can set up a showing...... 
PARKING  available A couple blocks away for $300 Will probably go fast.

INCLUDES A Huge storage room for bicycles kayaks etc.


*** remodel just FINISHED,  with dishwasher, garbage disposal,  stainless steel  appliances and granite counters. It has room for large kitchen table.   Bathroom has a clawfoot tub  with new ceramic floors. It turned out great! LARGE STORAGE UNIT INCLUDED IN THE RENT Great for bicycles and kayaks etc.

****Text David  
***


DON'T MISS THIS WONDERFUL APARTMENT!!!!!  A couple of blocks to the SHUTTLE!!

Extremely Quiet  on a muse street with very little traffic !!!!

  Each apartment Includes a 7 x 11 storage room Just five steps down from the lobby.

A block from all the shops... 40 restaurants within a few blocks, the Fatted Calf around the corner! 

Great public transportation to downtown and the peninsula.....Shuttle 2 blks....Twitter a couple more!  The new Facebook building an easy walk away

 hardwood floors 

laundry


THIS IS A RENT CONTROLLED APARTMENT!  Please be aware that buildings built after 1979 are exempt from rent control and the landlord can raise the rent to any amount after the initial lease.

NO PETS and NO SMOKING PLEASE


Text DAVID AT  


Hayes Valley Neighborhood 


 Restaurants: 

The great new Mexico City restaurant Cala now open one half block away, as is it's Taco Bar on Hickory!!, RT Rotisserie, Rich Table, Night bird amongst a brand new restaurants within a couple blocks!

 Jardiniere 

 Zuni Cafe

 Absinthe Brasserie and Bar 

 Caffe delle Stelle 

 Hayes Street Grill 

 Suppenkuche 

 PLUS TOO MANY OTHER RESTAURANTS TO TYPE!! For others look below: 


 Shopping: 


 Hayes St. has become one of the best shopping streets in the City with shops from; NEW YORK, PARIS AND

 STOCKHOLM as well as many local one of a kind shops. 

 
 Transportation: 


 Bart and MUNI are only a couple of blocks away 

 The Freeway is only a few blocks to the South 
A COUPLE BLOCKS TO THE SHUTTLES TO THE VALLEY

 Culture: 

SFJAZZ

 Symphony 

 Ballet 

 Opera 

 Asian Art Museum 

 Art Galleries 

 Wine Bars 

 Antiques",2020-03-18 11:28,[],"['1BR / 1Ba', 'available mar 20', 'apartment', 'laundry in bldg', 'detached garage']",,,,apartment,laundry in bldg,detached garage,1,1,,mar 20,,,,37.774545,-122.423337
7104511578,5413563961,$2700 jr 1 br Cath Hill HDWD lndry elev***TOP FLOOR***,https://sfbay.craigslist.org/sfc/apa/d/2700-jr-1-br-cath-hill-hdwd-lndry/7104511578.html,2020-04-06 16:37,2020-04-06 16:37,$2700,western addition,True,"(37.782057, -122.427396)","Due to the coronavirus were canceling open houses so please contact us for a private showing*** you can text Jorge at  
 and he can set up a showing.

1215 LAGUNA AT EDDY

TOP FLOOR corner Junior 1 bed...Huge walk-in closet, hall closet and extra room (approx. 7 by 11 feet) with a window.... $2700 

BE THE FIRST TO SEE IT. The pictures of the apartment or not of the top floor one which has a window on the west side as well. Lots of sun and light
Gas stove and new fridge
GREAT GROUP OF TENANTS, new LAUNDRY AND ELEVATOR

Across the street from JEFFERSON PARK!!!!!!!!!!
31bus across the street  going to downtown and to USF and the beach 

SORRY NO PETS AND NO SMOKING

TEXT David at  
 for more info or just show up!!!",2020-04-06 16:33,[],"['available apr 8', 'apartment', 'laundry in bldg', 'no smoking']",,,True,apartment,laundry in bldg,,,,,apr 8,,,,37.782057,-122.427396
7094337065,3901184848,REDUCED PRICE: One Bed/One Bath FREE Parking!,https://sfbay.craigslist.org/sfc/apa/d/reduced-price-one-bed-one-bath-free/7094337065.html,2020-04-06 16:36,2020-04-06 16:36,$2690,pacific heights,True,"(37.792889, -122.431263)","Available for VIRTUAL TOUR!


About the apartment:


2150 Jackson Street #103

First floor unit with one bedroom and one bath

Best Pacific Heights location, very clean!

Open floor-plan

Lots of closet space 

Eat-in kitchen with dishwasher and garbage disposal

Freshly painted throughout

This is a non-smoking unit


Terms and conditions:


Monthly rent is $2690, security deposit is $2690

Water and garbage are paid for by the owner

We do not allow pets

** Unit comes unfurnished **

Building and location:


Two blocks from Fillmore St. shops, restaurants and Lafayette Park, in a fantastic Pacific Heights location

Laundry facilities on site

Resident managers and conscientious owners

Contact our managers with questions or to schedule a viewing,  show contact info",2020-03-16 11:41,[],"['1BR / 1Ba', '623ft2', 'apartment', 'laundry on site', 'no smoking', 'attached garage']",,,True,apartment,laundry on site,attached garage,1,1,623ft2,,,,,37.792889,-122.431263
7104487742,,Modern Sleek Apartment On The 5th Floor!  Jr. One Bdrm.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-sleek-apartment-on/7104487742.html,2020-04-06 16:35,2020-04-06 16:35,$2950,bayview,True,"(37.724022, -122.392974)","Our leasing office has gone virtual. As the Coronavirus (COVID-19) situation has evolved, we have made changes to our business practices based on the latest public health recommendations. Our management office will remain open to serve our residents. However, we are temporarily ceasing all in-person property tours and meetings with prospective residents. Instead, we invite you to use our website to explore our community virtually. You may also call or email our leasing office to set up a virtual visit with one of our leasing professionals.

Parking For Lease Terms! Only $150!


 Waterbend San Francisco
5880 3rd St., San Francisco, CA, 94124


Call Now -  
 x 102
OR Text 102 to  
 for more information.

Interested in more information? Visit link below:
http://cl.greystar.com/3p36g0

Don't come back from summer vacation without an awesome home!


This is a 1 Bedroom, 1 Bath, approximately 572 Sq. Ft. 

Waterbend is a brand new community offering all the modern finishes and amenities you may be looking for! Every apartment home includes stainless finishes, hardwood style floors, quarts counters, washer and dryers, and soft close cabinetry.

Amenities include a media center, resident lounge, pet park, free secured bike parking, vending machines, coffee service, and a 24 hour fitness center. Secure indoor parking is also available for an additional $200.00 monthly and can be added at any time. Move in cost would include application fee of 46.50, Security deposit of $800.00 to 1000.00 (based on apartment size), and the prorated rent from the move in date to the end of the month. If you would like to schedule a tour or have any additional questions please just let us know and we are happy to help!

Hop on our website to see floor plans and take a virtual tour today! If you would like to book an appointment we are open 7 days a week. 

Neighborhood Details!!! 
- We are conveniently located off the T-Line with direct access to downtown. 
- Cal Trains is only two stops up for commuters. 
- We are also right by the freeways 101-280 if you drive and have a car. 
- We have a walking score of 81! 
- Duc Loi is our local grocery store, Limon Rotisserie and a sushi spot is right on the corner!
- 7 Stills Whiskery Distillery, Laughing Monk Brewery are right across the street!
- 2 Lovely Cafes within walking distance; Craftman's and Wolves and Trouble Cafe. 

Pet Policy:

All Furry Friends Welcome!
NO WEIGHT LIMIT!!!
$25.00 Cat Rent 
$50.00 Dog Rent 
$500 Refundable Pet Deposit 
Driving Directions:

Transportation:
Easy Freeway Access 101 & 280
Door to Door Muni Access to Downtown SF (T-Line)
Cal Trains: Bayshore 

Driving Directions:
Exit 3rd Street
Left on Carroll Ave
Left on Private Drive
2nd Building on the right
(5880 3rd Street, SF CA 94124) 


Office Hours:

Monday-Saturday:9:00AM-6:00PM


Equal Housing Opportunity 


26gJ41IEsS",2020-04-06 15:36,[],"['1BR / 1Ba', '572ft2', 'available apr 6', 'tuesday 2020-04-07', 'wednesday 2020-04-08', 'thursday 2020-04-09', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']",True,True,True,apartment,w/d in unit,attached garage,1,1,572ft2,apr 6,,,True,37.724022,-122.392974
7104510834,,Beautiful updated studio/1BA in Cow Hollow! Pet friendly!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-updated-studio/7104510834.html,2020-04-06 16:35,2020-04-06 16:35,$2495,marina / cow hollow,True,"(37.798025, -122.44315)","2640 Greenwich St, #203, San Francisco CA 94123

Apartment features:
-Updated kitchen with quartz countertops, white cabinets, and stainless steel appliances: fridge, gas range, hood
-Kitchen separated from the living area
-Hardwood floor throughout
-Updated bathroom
-Huge closet
-Big living space
-Laundry facilities on site

Location:
-Across the street from the Presidio
-Three blocks from the famous Lyon Street Steps
-Four blocks from the Palace of Fine Arts
-5 minute walk to both the Presidio Food Mart & Marina Supermarket
-Short walk to Union & Chestnut Street dining and shopping
-Easy access to public transportation & the highway

Other:
-Rent-controlled building
- Provided unfurnished
-12-month lease, then month-to-month
-Pet friendly; no pet rent, deposit, or animal weight restrictions

*Square footage is estimated*

CONTACT:
Maddalena McKenzie
Maddalena @ rentbt.com
Leasing Assistant
Brick +Timber
www.rentbt.com",2020-04-06 16:31,[],"['0BR / 1Ba', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']",True,True,True,apartment,laundry in bldg,street parking,0,1,,,,,,37.798025,-122.44315
7102314721,5828207477,"open*Cow Hollow/Pac Hts Spacious, garden, quiet, one Bedrm",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-opencow-hollow-pac-hts/7102314721.html,2020-04-06 16:34,2020-04-06 16:34,$3250,marina / cow hollow,True,"(37.797018, -122.429259)","1818 Green Street between Laguna &Octavia.

On site landlord.
Text me if you want an appointment. Or email me (slower response).

Thanks, 
Leta  


Appointments can be flexible. Just text or call.

Home video of the apartment...
https://youtu.be/AAKXu4n1ZtQ


1818A Green Street - Private, quiet completely remodeled one bedroom apartment.
Private entrance with garden access .
Living room 17 x17 feet & 12 feet ceilings
Bedroom 17 x 9.58 ft with wall to wall closet.
Newly remodeled kitchen with all new appliances (gas stove, dishwasher, French door refrigerator, and garbage disposal)
Tile floor in kitchen and bathroom. Wood flooring in all other area.
Central heating (gas)
Laundry will be on site. 
Back door exits to your private garden area 

Window views of neighboring gardens and one tower of the GG Bridge.
Excellent walking area - Union Street next block. Four blocks from Van Ness Avenue.
Restaurants, Starbucks, bars and shops within one block. Library is across the street. Allyne Park one block away.
Excellent transportation. Muni buses 41,45 next block on Union. Muni 47, 49, 90, 76x four blocks away on Van Ness. AC Transit on Lombard-four blocks away.



Boutiques, coffee houses,  shops, restaurants, bars and etc  are on Union Street, (the next block over),  in the Marina  area (five blocks away), and  on Polk Street (five blocks to the East). 
There is a public library  across the street.  Tennis courts, baseball field, and basketball court are  five block away at Moscone Park and Recreation Center. Fort Mason is six blocks away. 

Walk score 98, Transit Score 90.
Owner on site. Garden level apartment.",2020-04-02 00:10,[],"['1BR / 1Ba', '780ft2', 'available apr 13', 'tuesday 2020-04-14', 'wednesday 2020-04-15', 'thursday 2020-04-16', 'apartment', 'laundry on site', 'no smoking', 'street parking']",,,True,apartment,laundry on site,street parking,1,1,780ft2,apr 13,,,,37.797018,-122.429259
7104508290,,Over 800 Sq Ft.| Self-Tours Available | 2 Months FREE | Only 1 Avail!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-over-800-sq-ft-self-tours/7104508290.html,2020-04-06 16:34,2020-04-06 16:34,$4296,financial district,True,"(37.787298, -122.394481)","Virtual and Self Guided Tours Available! Use the link in this ad to visit our website for more information or contact us via phone or email.

500 Folsom
Vision Lives Here.


Call Now:  
 x 31
500 Folsom St., San Francisco, CA, 94105


See our property details here:
http://essex.aptglance.com/7smskv


Address: 500 Folsom St.
 Apt Number:  0803
 Sq. Ft.:  854 sqft
 Bedrooms:  1 
 Baths:  1
 Half Baths:  1
 Monthly Rent:  $4296

 Available:  04/25/2020


Soaring 42 stories into the air from the heart of San Francisco’s vibrant East Cut neighborhood, 500 Folsom's brand new apartments offer luxury high-rise living amid a host of shopping, dining, employment, and public transportation options. Just two blocks to the Transbay Transit Center and with a 96 Walk Score, here you will find the best of the city is always within easy reach. At 500 Folsom, it's easy to see that vision lives here.Our residential tower is comprised of brand new studio, 1-, and 2-bedroom apartment homes, including premium penthouses and townhome-style layouts. Each thoughtfully designed residence is finished in upscale style with quartz countertops, stainless steel appliances, and hardwood-style floors. Select homes boast a private balcony and stunning Bay or city views.Around our new community, take advantage of a variety of vibrant social spaces and amenities including two amazing view decks—Bay Terrace North and Bay Terrace East—as well as our spa, community gardens, state-of-the-art fitness center, and yoga and spin rooms. Underground parking, neighborhood-servicing retail, and a public paseo connecting Clementina and Folsom streets add to the ease of your East Cut lifestyle, and all of this is complemented by our helpful, concierge-style staff dedicated to ensuring that all your expectations are met. Just outside our building, walk or bike to your choice of nearby restaurants, cafés, and art galleries, or head to work at neighborhood tech giants Google, Salesforce, or Slack. When your plans call for travel beyond our neighborhood, easily access BART, Caltrain, or interstates 80 or 280 to reach the rest of the Bay Area. 


Features
- Fully appointed with stainless steel appliances 
- Garage Parking 
- Hardwood-Style Vinyl Flooring 
- Kitchen Island 
- Quartz Countertops 
- Central air and heating 
- Floor to ceiling windows 
- Private Terrace (Select Homes) 
- Full Size Washer and Dryer 
- Tile Mosaic Backsplash in Kitchen 

Community Amenities
- Sundeck 
- Availability24 Hours 
- Storage Space 
- Spa 
- Package Receiving 
- Elevator 
- On Site Management 
- Fitness Center 
- On Site Maintenance 
- Concierge 
- Free Weights 
- Smoke Free 
- Multi Use Room 
- Cover Park 
- Lounge 
- Accent Walls 
- Rec Room 
- Recycling 
- Garage 

Pet Policy
We allow cats and dogs

Maximum of two pets

We love all pets. Breed restrictions are subject to change without notice.

Weight limits apply



Driving Directions
Located on the corner of 1st and Folsom streets 

Office Hours
Monday:9:00AM-6:00PM
Tuesday:9:00AM-7:00PM
Wednesday:9:00AM-6:00PM
Thursday:9:00AM-7:00PM
Friday-Saturday:9:00AM-6:00PM
Sunday:10:00AM-5:00PM



Equal Housing Opportunity 


94q4qSnXZ",2020-04-06 16:25,[],"['1BR / 1Ba', '854ft2', 'available apr 25', 'tuesday 2020-04-07', 'wednesday 2020-04-08', 'thursday 2020-04-09', 'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'wheelchair accessible']",True,True,True,apartment,w/d in unit,,1,1,854ft2,apr 25,True,,True,37.787298,-122.394481
7104507790,,Beautifully updated & remodeled home in sought after Killarney  Farms.,https://sfbay.craigslist.org/sfc/apa/d/santa-clara-beautifully-updated/7104507790.html,2020-04-06 16:34,2020-04-06 16:34,$1828,"3462 Wheeling Dr, Santa Clara, CA",True,"(37.353375, -121.955967)","Beautifully updated & remodeled home in sought after Killarney  Farms. Home features a spacious living room, family room & additional living space overlooking the beautifully landscaped backyard & patios. State of the art kitchen features shaker style cabinetry with quartz slab countertops, under-counter lighting & stainless steel farmhouse sink. High-quality appliances include GE glass top slide-in range, Kitchen Aid dishwasher, Samsung refrigerator & GE Microwave. Exterior landscaping has been professionally designed with elegant walkways. The backyard features a large patio & pergola, a gas-operated fire pit & a spacious lawn area surrounded by mature shrubs. Bathrooms are remodeled with modern vanities, fixtures, quartz countertops, and tile flooring. Additional features include recessed LED lighting throughout, dual pane windows & patio door, sun tunnels, 2 car garage with automatic roll-up door, premium windows coverings, automatic irrigation system, central heating/AC.",2020-04-06 16:24,[],"['3BR / 2Ba', '1728ft2', 'house']",,,,house,,,3,2,1728ft2,,,,,37.353375,-121.955967
7104509940,,"New Low Price for 1x1, $1200.00! SAVINGS SELF GUIDED TOURS NOW!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-low-price-for-1x/7104509940.html,2020-04-06 16:33,2020-04-06 16:33,$3030,inner sunset / UCSF,True,"(37.7593, -122.4836)","Looking for the perfect location? Look no further! Park West offers it all!

We currently have apartment home #C103 available immediately! This one bedroom, one bath beauty is located on the First floor and consists of 644 square feet of living space. Your new home comes with an updated kitchen, stainless steel appliances and hardwood floors. No need to run to the Laundromat! Your new home comes with a washer and dryer in unit, saving you precious time for other things - like enjoying the neighborhood!

Park West is perfectly located with the Golden Gate Park in our backyard and downtown San Francisco just a bus ride away! Here you will enjoy the perfect blend of charm, comfort, a great location and outstanding service. You'll be just steps away from restaurants, shopping, public transportation, and the best sights of San Francisco.

Our office hours are Mon - Fri: 9:00AM - 6:00PM. Feel free to call at us at any time to make an appointment, or walk right in so we may show you our beautiful homes! Our leasing office can be accessed on the sidewalk fro, Funston St. Parking can also be found in the neighborhood or on Lincoln Ave. adjacent to Golden Gate Park!


DUE TO CURRENT CIRCUMSTANCES WE ARE CURRENTLY ONLY OFFERING SELF GUIDED TOURS TUES-THURS! PLEASE CONTACT USING INFORMATION FOUND BELOW IF YOU WOULD LIKE TO SCHEDULE A TOUR!


That's not all - your new community offers you top amenities!

**Swimming pool
**Large sundeck and grilling area
**Pet friendly
**Dog park
**Fully-equipped fitness center
**And so much more!


What more can you ask? Put in application in today! We look forward to meeting you!

- Your Park West Team

Park West Apartment Homes
1201 Funston Avenue, San Francisco, CA 94122
www.parkwest-apthomes.com
Phone Contact Number:  


*Equal Housing Opportunity
*Pricing and availability are subject to change
*Floor plans/pictures may differ from unit / Several types of kitchen updates
do NOT contact me with unsolicited services or offers
do NOT contact me with unsolicited services or offers
do NOT contact me with unsolicited services or offers",2020-04-06 16:29,[],"['1BR / 1Ba', '644ft2', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'carport']",True,True,,apartment,w/d in unit,carport,1,1,644ft2,,,,,37.7593,-122.4836
7100415805,7079645624,"Spacious 4 Bed Victoria Flat, Fully Remodeled",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-4-bed-victoria/7100415805.html,2020-04-06 16:32,2020-04-06 16:32,$5800,mission district,True,"(37.749304, -122.413771)","Sunny and spacious fully remodeled Flat, 4 Bedrooms, living room, kitchen, and 2 bathrooms.  large rear patio.  Hookup for a washer and gas dryer.
Street parking.  Available now.
Close to BART and easy access to 280 and 101 freeways
Near Tech Shuttle AND CAL TRAIN
minutes to downtown San Francisco
Contact Fuad to schedule an appointment to view the flat either by text or phone  @  
.
 2995 Folsom Street. San Francisco. Must have credit score of 700 or more or a cosigner with credit score of 700 or better.  One month deposit is required before move in.",2020-03-28 18:19,[],"['4BR / 2Ba', '1950ft2', 'available apr 7', 'application fee details: 25.00 for a credit check.', 'apartment', 'w/d hookups', 'no smoking', 'street parking']",,,True,apartment,w/d hookups,street parking,4,2,1950ft2,apr 7,,,,37.749304,-122.413771
7097834114,7092745907,2 Bedroom/ 1 Bathroom Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-1-bathroom-unit/7097834114.html,2020-04-06 16:32,2020-04-06 16:32,$4100,,True,"(37.7195, -122.4411)","Near Saint Mary's Square & Glen Park Area


We will be suspending showings until further notice and will queue all requests for showings. We will contact all interested parties once  the Stay at Home mandate is lifted.


5 Murray St. #205 San Francisco, CA 
**1 Year Lease**

Spacious 2 Bedroom/ 1 Bath unit with Large Closet Mirrored Doors in Bedrooms
- Updated Kitchen with Stainless Steel Appliances 
- Enclosed Parking
- Onsite Laundry Available 
- Eclectic Shopping Boutiques just blocks away 

Very close to Public Transportation- Mission Street Line & Muni is in front of the Building , 7-10 minute walk to Glen Park Bart, 

Short Drive to Glen Canyon Park, which offers miles of hidden nature trails!",2020-03-23 12:12,[],"['2BR / 1Ba', 'apartment', 'laundry in bldg', 'no smoking', 'detached garage']",,,True,apartment,laundry in bldg,detached garage,2,1,,,,,,37.7195,-122.4411
7097834515,7092746909,Spacious 2 Bedroom/ 1 Bathroom Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2-bedroom-1/7097834515.html,2020-04-06 16:32,2020-04-06 16:32,$4100,,True,"(37.7195, -122.4411)","Near Saint Mary's Square & Glen Park Area

We will be suspending showings until further notice and will queue all requests for showings. We will contact all interested parties once  the Stay at Home mandate is lifted. 

5 Murray St. #315 San Francisco, CA 
**1 Year Lease**

Spacious 2 Bedroom/ 1 Bath unit with Large Closet Mirrored Doors in Bedrooms
- Updated Kitchen with Stainless Steel Appliances 
- New Flooring 
- Enclosed Parking
- Onsite Laundry Available 
- Eclectic Shopping Boutiques just blocks away 

Very close to Public Transportation- Mission Street Line & Muni is in front of the Building , 7-10 minute walk to Glen Park Bart, 

Short Drive to Glen Canyon Park, which offers miles of hidden nature trails!",2020-03-23 12:13,[],"['2BR / 1Ba', 'apartment', 'laundry in bldg', 'detached garage']",,,,apartment,laundry in bldg,detached garage,2,1,,,,,,37.7195,-122.4411
7101502771,7079110141,"Fantastic, Modern Victorian 2 Bedroom",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-modern/7101502771.html,2020-04-06 16:32,2020-04-06 16:32,$3850,USF / panhandle,True,"(37.778737, -122.439494)","Very nice modernized Victorian with 2 bedrooms and lots of natural light.  It has a modern eat-in kitchen and a big common area with a living room and separate dinning room.

While it has been modernized, we have retained many Victorian features including box beam ceilings, built-in cabinetry, wood wainscoting, high ceilings, wood floors, fireplace, etc.  

Great space with lots of windows and natural light.

Please call with questions or to set up an appointment,  
.",2020-03-31 09:16,[],"['2BR / 1Ba', '1000ft2', 'application fee details: none', 'flat', 'laundry on site', 'no parking']",,,,flat,laundry on site,no parking,2,1,1000ft2,,,,,37.778737,-122.439494
7104492866,7037422881,Remodeled Top Floor 3BD w/Fireplace & Garage Space.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor-3bd/7104492866.html,2020-04-06 16:31,2020-04-06 16:31,$4399,inner sunset / UCSF,True,"(37.7593, -122.4836)","Completely Remodeled 3BD|1.5BA w/Fireplace, Parking, and Washer/Dryer Minutes from UCSF-Parnassus.",2020-04-06 15:48,[],"['3BR / 1.5Ba', '1200ft2', 'application fee details: 30.00(non-refundable credit check)', 'broker fee details: percentage of lease price', 'apartment', 'laundry in bldg', 'listed by: Bayview Real Estate Services, Inc.', 'no smoking', 'attached garage']",,,True,apartment,laundry in bldg,attached garage,3,1.5,1200ft2,,,,,37.7593,-122.4836
7104507592,6934195307,Spacious studio,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-studio/7104507592.html,2020-04-06 16:31,2020-04-06 16:31,$2000,russian hill,False,"(37.7999, -122.4342)","Large studio available starting around first weeks of May,  flexible dates.
My place is perfectly located near Washington sq,  Embarcadero, only walk to Union square and Financial district. It is furnished with everything you might need, has all kitchen amenities, laundry onsite and few fitness centers nearby. The place is very quiet which is a great asset in this city.
I am looking for someone who is very responsible and respectfully take care of my apartment while i am away.
Duration is 2 months minimum/ possibly longer term.
Please include some info about yourself and/or social media page. 


Questions/suggestions are welcome. 

Security deposit 1000.
Monthly 2100.
No pets and no smokers.",2020-04-06 16:23,[],"['550ft2', 'available may 5', 'apartment']",,,,apartment,,,,,550ft2,may 5,,,,37.7999,-122.4342
